Value_male,Value_fem
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.626
7.111,8.128
7.612,8.63
7.612,9.132
7.612,9.132
8.113,9.634
8.113,9.634
8.614,9.634
8.614,9.634
8.614,9.634
8.614,9.634
8.614,9.634
9.116,9.634
8.614,9.132
8.614,9.132
8.614,8.63
8.614,8.63
8.614,8.63
8.614,8.128
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.626
7.612,7.626
7.612,8.128
7.612,9.132
8.113,10.638
8.614,12.143
9.116,13.147
10.118,13.648
29.633,13.648
35.627,13.648
35.627,13.147
32.131,13.147
24.635,12.645
19.632,12.143
16.129,11.642
14.126,11.14
12.623,10.136
11.621,9.634
11.12,9.132
10.619,8.63
10.118,8.128
9.617,7.626
9.116,7.626
8.614,7.123
8.113,7.123
8.113,7.123
8.113,7.626
8.113,9.132
8.113,10.638
9.116,12.143
9.617,13.648
10.118,14.651
10.619,15.152
11.12,15.152
11.12,14.651
11.12,13.648
11.12,13.147
11.12,12.645
11.12,12.143
11.12,11.14
10.619,10.638
10.619,10.136
10.118,9.634
10.118,9.132
9.617,8.63
9.116,8.128
9.116,8.128
8.614,7.626
8.614,8.128
8.614,8.128
8.614,8.63
8.614,9.634
8.614,10.136
9.116,10.638
9.617,10.638
9.617,11.14
9.617,11.14
10.118,11.14
10.118,11.14
10.619,11.14
10.619,11.642
10.619,11.642
10.619,11.642
11.12,11.642
11.12,11.642
11.12,11.642
11.12,11.642
11.12,11.642
11.12,11.642
11.621,11.642
11.621,11.642
11.621,11.642
11.621,12.143
11.621,12.143
11.621,12.143
12.122,12.143
12.122,12.143
12.122,12.645
12.122,12.645
12.122,12.645
12.122,12.645
12.122,12.645
12.122,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,31.162
12.623,36.65
12.623,34.655
12.623,32.66
12.623,24.666
12.623,19.662
12.623,16.656
12.623,15.152
12.623,14.651
12.623,14.15
13.124,14.15
13.124,14.15
13.124,14.15
13.124,14.15
13.124,14.15
13.625,14.15
13.625,14.15
13.625,14.15
13.625,13.648
13.124,13.147
13.124,13.147
13.124,12.645
12.623,12.143
12.623,12.143
12.122,11.642
12.122,11.14
12.122,11.14
11.621,10.638
11.621,10.638
11.12,10.638
11.12,11.14
11.12,11.642
11.621,13.648
11.621,15.654
12.623,16.656
13.124,17.157
13.625,17.658
14.126,17.658
14.626,17.157
14.626,17.157
14.626,16.656
14.626,16.155
14.626,15.654
14.626,15.654
14.626,15.152
14.626,15.152
14.626,14.651
14.626,14.651
14.126,14.15
14.126,14.15
14.126,14.15
13.625,13.648
13.625,13.648
13.625,13.147
13.625,13.648
13.124,14.15
13.625,15.654
13.625,17.658
14.626,18.66
15.127,19.161
15.628,19.662
16.129,20.162
16.629,20.162
16.629,19.662
16.629,18.66
16.629,18.159
16.629,17.658
16.629,17.157
16.629,17.157
16.129,16.656
16.129,16.155
15.628,15.654
15.628,15.654
15.127,15.152
15.127,14.651
14.626,14.651
14.626,14.15
14.126,14.15
14.126,14.15
14.126,14.651
14.126,16.155
14.126,17.658
14.626,18.66
15.628,19.161
15.628,19.161
16.129,19.662
16.129,19.662
16.629,19.161
16.629,18.66
16.629,18.159
16.629,17.157
16.129,16.656
16.129,16.155
15.628,15.654
15.127,15.152
15.127,14.651
14.626,14.15
14.126,13.648
14.126,13.147
13.625,12.645
13.124,12.645
13.124,12.143
13.124,12.645
12.623,13.147
13.124,14.651
13.124,16.656
14.126,17.658
14.626,18.159
15.127,18.66
15.127,18.66
15.628,18.66
15.628,18.159
16.129,17.658
15.628,17.157
15.628,16.656
15.628,15.654
15.127,15.152
15.127,14.651
14.626,14.15
14.126,13.648
14.126,13.147
13.625,12.645
13.124,12.645
13.124,12.143
12.623,12.143
12.623,12.143
12.623,12.143
12.122,12.645
12.122,13.648
12.623,15.152
13.124,15.654
13.625,16.155
13.625,16.656
14.126,16.656
14.126,16.656
14.626,16.656
14.626,16.155
14.626,15.654
14.626,15.152
14.126,14.651
14.126,14.15
13.625,13.648
13.625,13.648
13.625,13.147
13.124,12.645
13.124,12.645
12.623,12.143
12.623,12.143
12.122,11.642
12.122,12.143
12.122,12.143
12.122,12.645
12.122,13.648
12.122,32.66
12.623,35.653
13.124,35.154
13.124,33.658
13.625,34.655
13.625,27.166
13.625,21.164
13.625,17.658
13.124,15.654
13.124,13.648
12.623,12.645
12.623,12.143
12.122,11.14
11.621,10.638
11.621,10.638
11.12,10.136
10.619,9.634
10.619,9.634
10.118,9.132
9.617,9.132
9.617,9.132
9.617,9.132
9.617,9.132
9.116,9.132
9.116,8.63
9.116,8.63
8.614,8.128
8.614,8.128
8.614,7.626
8.113,7.626
8.113,7.626
8.113,7.123
7.612,7.123
7.612,6.621
7.111,6.621
7.111,6.119
7.111,6.119
6.609,5.616
6.108,5.616
6.108,5.113
5.606,5.113
5.606,5.113
5.105,5.113
5.105,5.113
4.603,4.611
4.603,4.611
4.603,4.611
5.105,6.119
6.108,7.626
6.609,9.132
7.111,10.136
7.612,10.136
8.113,10.638
8.614,11.14
8.614,10.638
8.614,10.136
8.614,9.634
8.614,9.132
8.113,8.63
8.113,8.128
7.612,7.626
7.612,7.123
7.111,6.621
6.609,6.119
6.108,5.616
6.108,5.113
5.606,5.113
5.105,4.611
5.105,4.611
5.105,4.611
5.105,5.113
5.606,7.123
6.609,8.63
7.612,10.136
8.113,10.638
8.614,11.14
8.614,11.14
9.116,11.14
9.116,11.14
9.116,10.638
9.116,10.136
9.116,9.634
8.614,9.132
8.614,8.63
8.113,8.128
7.612,7.626
7.612,7.123
7.111,6.621
6.609,6.119
6.609,6.119
6.108,6.119
6.108,7.123
6.108,6.119
6.108,6.119
6.108,6.621
6.609,7.626
7.111,8.128
7.612,9.132
8.113,9.634
8.113,10.136
8.614,10.638
9.116,10.638
9.116,10.638
9.617,10.638
9.617,10.638
9.617,10.638
9.617,10.638
9.617,10.638
10.118,10.638
10.118,10.638
10.118,10.638
9.617,10.136
9.617,10.136
9.617,10.136
9.617,10.136
9.617,10.136
9.617,10.136
9.617,10.136
10.118,10.638
10.118,11.14
10.619,12.143
10.619,13.648
13.124,14.15
34.628,15.152
37.124,15.152
35.627,15.152
33.63,15.152
26.635,14.651
21.134,14.15
17.63,13.648
15.628,13.147
14.126,12.645
13.124,12.143
12.623,12.143
12.122,11.642
12.122,11.642
11.621,11.14
11.621,11.14
11.12,10.638
11.12,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,12.143
11.12,13.648
12.122,14.651
12.122,15.152
12.623,15.152
13.124,15.654
13.124,15.654
13.124,15.152
13.124,14.651
13.124,14.15
13.124,13.648
12.623,13.147
12.623,12.645
12.122,12.143
11.621,11.642
11.621,11.14
11.12,10.638
10.619,10.136
10.619,9.634
10.118,9.132
9.617,9.132
9.617,8.63
9.617,9.132
9.617,9.634
9.617,10.638
10.118,11.642
10.619,13.147
11.12,14.15
11.621,14.651
12.122,14.651
12.623,15.152
12.623,14.651
12.623,14.15
12.623,13.648
12.623,13.147
12.122,12.645
12.122,12.143
12.122,12.143
11.621,11.642
11.621,11.14
11.12,11.14
11.12,10.638
11.12,10.638
10.619,10.136
10.619,10.136
10.619,10.136
10.619,10.136
10.619,10.638
10.619,11.642
11.12,13.147
11.621,14.15
12.122,15.152
12.623,15.152
13.124,15.654
13.124,15.654
13.625,15.152
13.625,14.651
13.124,14.15
13.124,13.648
13.124,13.147
12.623,12.645
12.623,12.143
12.122,11.642
11.621,11.14
11.621,10.638
11.12,10.136
10.619,9.634
10.619,9.132
10.118,9.132
9.617,9.132
9.617,9.132
9.617,9.634
10.118,11.642
10.619,13.648
11.621,15.654
12.122,16.155
12.623,16.656
13.124,18.66
13.625,36.152
13.625,35.653
13.625,34.655
13.625,34.157
13.625,27.665
13.625,22.165
13.625,18.66
13.625,16.155
13.124,14.651
13.124,13.648
12.623,13.147
12.623,12.143
12.122,11.642
11.621,11.14
11.621,10.638
11.12,10.638
11.12,10.638
11.12,11.642
11.12,13.648
12.122,15.654
12.623,17.157
13.625,18.159
14.126,19.662
14.126,20.162
14.626,19.662
14.626,18.66
15.127,17.658
14.626,16.656
14.626,15.654
14.626,15.152
14.126,14.15
14.126,13.648
13.625,13.147
13.124,12.645
13.124,12.143
12.623,12.143
12.623,11.642
12.122,11.642
12.122,11.642
12.122,11.642
12.122,12.143
12.122,12.645
12.122,13.648
12.623,14.651
12.623,15.152
13.124,15.654
13.625,15.654
13.625,16.155
13.625,15.654
14.126,15.654
14.126,15.152
14.126,14.651
13.625,14.15
13.625,13.648
13.625,13.147
13.124,13.147
13.124,12.645
12.623,12.143
12.623,12.143
12.623,12.143
12.122,11.642
12.122,11.642
11.621,11.14
11.621,11.14
11.621,11.642
11.621,12.143
12.122,13.648
12.623,15.654
13.124,30.663
13.625,35.653
13.625,34.157
14.126,32.16
14.126,27.166
14.126,22.665
14.126,19.161
14.126,17.157
13.625,15.654
13.625,14.651
13.625,14.15
13.124,13.648
13.124,13.147
12.623,12.645
12.623,12.143
12.623,12.143
12.122,11.642
12.122,11.14
11.621,11.14
11.621,11.14
11.621,11.14
11.621,12.143
12.122,14.15
12.623,16.155
13.625,18.159
14.126,19.662
15.127,20.663
34.129,21.164
36.625,20.663
35.128,20.162
31.132,19.161
26.135,18.159
22.634,17.658
20.133,16.656
18.131,16.155
17.13,15.654
16.129,15.152
15.628,14.651
15.127,14.15
14.626,13.648
14.126,13.648
14.126,13.147
13.625,12.645
13.124,12.645
13.124,12.645
13.124,13.147
13.124,14.15
13.124,14.651
13.124,14.651
13.625,15.654
13.625,15.654
14.126,16.155
14.126,15.654
14.126,15.654
14.126,15.152
14.126,14.651
14.126,14.651
14.126,14.15
13.625,13.648
13.625,13.648
13.625,13.648
13.625,13.147
13.124,13.147
13.124,13.147
13.124,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,13.147
12.623,13.648
12.623,13.648
12.623,14.15
13.124,14.15
13.124,14.15
13.124,14.15
13.124,14.15
13.625,14.15
13.124,14.15
13.124,13.648
13.124,13.648
13.124,13.147
13.124,13.147
13.124,13.147
13.124,13.147
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.645
12.623,12.143
12.623,12.645
12.623,12.645
12.623,12.645
12.623,13.648
12.623,18.159
13.625,35.653
14.126,35.154
15.127,34.157
15.628,33.658
16.129,33.658
16.629,32.66
16.629,34.655
17.13,32.66
17.13,30.663
17.13,26.166
16.629,22.165
16.629,19.662
16.129,17.658
16.129,16.656
15.628,15.654
15.127,15.152
15.127,14.651
14.626,14.15
14.626,14.15
14.126,13.648
14.126,13.648
14.126,14.15
14.126,15.152
14.126,16.656
14.626,18.159
15.628,19.161
16.129,19.662
16.629,19.662
16.629,19.161
16.629,19.161
16.629,18.66
17.13,18.66
17.13,18.159
17.13,17.658
16.629,17.658
16.629,17.157
16.629,16.656
16.129,16.155
16.129,16.155
15.628,15.654
15.628,15.654
15.628,15.152
15.127,15.152
15.127,15.152
15.127,15.152
15.127,15.152
15.127,15.654
15.127,16.155
15.127,17.658
15.628,19.161
16.129,31.162
16.629,35.154
17.13,34.655
17.13,31.661
17.13,35.154
17.13,30.663
17.13,26.166
16.629,22.165
16.129,18.66
15.628,17.157
15.628,15.654
15.127,14.651
14.626,13.648
14.126,13.147
13.625,12.645
13.124,12.143
12.623,11.642
12.623,11.642
12.122,11.14
12.122,11.642
12.122,12.645
12.122,14.15
12.623,16.155
13.625,17.658
14.126,18.159
14.626,18.159
14.626,18.159
15.127,18.159
15.127,17.658
15.127,17.157
15.127,16.155
15.127,15.654
14.626,14.651
14.626,14.15
14.126,13.648
13.625,13.147
13.625,13.147
13.124,12.645
13.124,12.645
12.623,12.143
12.623,12.143
12.623,12.143
12.623,12.143
12.122,12.645
12.122,12.645
12.623,12.645
12.623,13.147
12.623,13.147
12.623,13.648
13.124,13.648
28.634,13.648
37.124,13.147
35.128,13.147
31.632,12.645
24.635,12.645
20.133,12.143
17.13,11.642
15.127,11.642
14.126,11.642
13.124,11.14
12.623,11.14
12.122,10.638
11.621,10.638
11.621,10.638
11.12,10.136
11.12,10.136
10.619,10.638
10.619,10.638
10.619,11.642
11.12,13.147
12.122,15.152
13.124,16.656
13.625,18.159
14.126,19.161
14.626,20.162
15.127,20.162
15.127,19.161
15.127,18.159
14.626,17.157
14.626,15.654
14.126,15.152
14.126,14.15
13.625,13.648
13.124,12.645
12.623,12.143
12.623,11.642
12.122,11.14
11.621,10.638
11.621,10.638
11.12,10.136
10.619,10.136
10.619,10.136
10.619,11.14
11.12,12.645
11.621,14.15
12.623,16.155
13.124,16.656
13.625,16.656
14.126,16.656
14.126,16.656
14.126,16.155
14.126,15.654
14.126,15.152
14.126,14.651
13.625,14.15
13.625,13.648
13.124,13.648
13.124,13.147
13.124,13.147
12.623,12.645
12.623,12.645
12.623,12.143
12.623,12.143
12.122,12.143
12.122,12.143
12.122,12.645
12.122,13.147
12.623,13.648
12.623,14.15
13.124,14.651
13.124,15.152
13.625,14.651
13.625,14.651
13.625,14.15
13.124,13.648
13.124,13.648
13.124,13.147
13.124,13.147
13.124,12.645
12.623,12.645
12.623,12.143
12.623,12.143
12.122,12.143
12.122,11.642
12.122,11.642
11.621,11.642
11.621,11.14
11.621,11.642
11.621,14.651
11.12,31.661
11.12,34.655
11.12,34.157
11.12,33.159
11.12,33.159
11.12,33.159
11.12,31.661
11.12,34.157
11.12,34.655
10.619,35.653
10.619,35.653
10.619,35.653
10.118,35.653
10.118,36.152
10.118,34.655
9.617,35.154
9.617,36.152
9.116,36.65
9.116,36.65
9.116,38.146
8.614,35.154
8.614,34.655
8.614,29.164
8.113,22.665
8.113,17.658
8.113,19.161
8.614,20.162
9.116,20.162
9.617,20.162
10.118,20.663
10.619,20.663
10.619,19.161
10.619,18.159
10.619,17.658
10.619,17.157
10.619,19.161
10.619,22.165
10.619,21.164
10.619,19.662
10.118,17.658
10.118,16.155
10.118,14.651
9.617,13.648
9.617,12.645
9.617,12.143
9.116,11.14
9.116,10.638
8.614,10.136
8.614,10.136
8.614,9.634
9.116,10.136
9.617,10.136
10.619,10.638
11.12,11.642
12.122,12.143
12.623,12.645
12.623,12.645
12.623,13.147
12.623,13.147
12.623,13.648
12.623,13.648
12.623,13.147
12.623,13.147
12.623,13.147
12.122,13.147
12.122,12.645
11.621,12.645
11.621,12.143
11.12,12.143
11.12,11.642
10.619,11.642
10.619,11.14
10.619,11.14
10.619,11.14
11.12,11.14
11.12,11.642
11.621,11.642
12.122,12.143
12.623,12.645
13.124,13.147
13.124,13.648
13.625,14.15
13.625,14.15
13.625,14.651
13.625,14.651
13.625,14.15
13.124,14.15
13.124,13.648
12.623,13.648
12.122,13.147
12.122,12.645
11.621,12.645
11.12,12.143
11.12,11.642
10.619,11.14
10.619,11.14
10.619,11.14
11.12,11.14
11.621,11.14
17.13,11.642
36.625,12.645
35.627,13.648
34.628,14.15
28.634,15.152
24.635,30.163
21.634,37.647
20.133,36.65
18.632,35.653
18.131,31.162
17.13,27.166
16.629,23.666
16.129,21.164
15.628,19.662
15.127,18.159
15.127,17.157
14.626,16.656
14.126,15.654
14.126,15.152
13.625,15.152
13.625,14.651
13.625,14.15
13.625,14.15
14.126,14.15
14.626,14.651
15.127,15.152
16.129,15.654
16.129,16.155
16.629,16.656
16.629,17.157
17.13,17.658
17.63,18.159
17.63,18.159
17.63,18.159
17.13,18.159
17.13,18.159
16.629,17.658
16.629,17.658
16.129,17.157
16.129,17.157
15.628,16.656
15.127,16.155
15.127,16.155
15.127,15.654
14.626,15.654
15.127,15.654
15.127,15.654
15.628,15.654
16.129,16.155
17.13,16.656
17.63,17.658
18.131,18.159
18.632,19.161
18.632,19.662
19.132,20.162
19.132,20.162
19.132,20.663
19.132,20.663
19.132,20.162
19.132,20.162
18.632,20.162
18.131,19.662
18.131,19.161
17.63,18.66
17.63,18.66
17.13,18.159
16.629,17.658
16.129,17.157
16.129,16.656
15.628,16.656
15.628,16.155
16.129,16.155
17.13,16.656
17.63,17.157
18.632,17.658
19.132,18.159
19.132,18.66
19.132,19.161
19.632,19.662
19.632,20.162
19.132,20.663
19.132,23.165
18.632,23.666
18.632,24.166
18.131,24.666
17.63,25.666
17.63,24.666
17.13,23.165
16.629,22.165
16.129,20.663
15.628,19.662
15.127,18.159
15.127,17.658
15.127,16.656
15.127,16.656
15.628,16.155
16.129,16.155
19.632,16.656
36.625,17.157
35.627,17.658
34.129,18.159
29.633,18.66
26.135,19.161
23.134,19.161
21.634,19.662
20.133,19.161
19.132,19.161
18.632,18.66
17.63,18.159
17.13,18.159
16.629,17.658
16.129,17.157
15.628,16.656
15.127,16.155
15.127,15.654
14.626,15.654
14.626,15.152
14.126,14.651
14.626,14.651
15.127,14.651
16.129,15.152
17.13,15.654
17.63,16.656
18.131,33.159
18.632,37.647
18.632,37.149
19.132,36.65
19.132,37.149
19.132,37.149
19.132,35.653
19.132,32.66
18.632,30.663
17.63,28.665
17.13,26.666
17.13,25.166
16.629,22.665
16.129,21.164
15.628,19.662
15.127,18.66
15.127,17.658
15.127,16.656
15.127,16.656
15.127,16.155
15.628,16.155
16.629,16.656
17.13,17.157
18.131,17.658
18.632,18.159
18.632,18.66
19.132,19.161
19.132,19.662
19.132,19.662
19.132,19.662
19.132,19.662
18.632,19.662
18.632,19.161
18.131,19.161
18.131,18.66
17.63,18.66
17.13,18.159
17.13,17.658
16.629,17.658
16.129,17.157
16.129,16.656
15.628,16.656
15.628,16.155
15.628,16.155
16.629,16.656
17.63,16.656
18.131,17.157
19.132,18.159
19.632,18.66
20.133,19.161
20.133,19.662
20.133,20.162
20.133,20.162
20.133,20.663
19.632,20.162
19.632,20.162
19.132,20.162
18.632,19.662
18.632,19.161
18.131,19.161
18.131,18.66
17.63,18.159
17.13,18.159
17.13,17.658
16.629,17.157
16.629,17.157
16.629,17.157
16.629,17.157
17.63,17.157
18.632,17.658
33.63,18.66
36.126,19.161
35.128,19.662
32.631,20.663
29.134,21.164
27.135,21.664
25.135,22.165
23.635,22.665
22.634,22.165
21.634,22.165
21.134,21.664
20.133,21.164
19.632,20.663
19.132,20.162
18.632,19.161
18.632,19.161
18.131,18.159
17.13,18.159
17.13,17.658
16.629,17.157
16.629,16.656
16.629,16.656
17.13,16.656
17.63,17.157
18.131,17.658
18.632,18.66
19.132,29.664
19.632,37.647
20.133,37.149
20.133,37.647
20.133,35.154
20.133,32.16
19.632,29.664
19.132,27.166
18.632,25.166
18.632,23.666
18.131,22.165
17.63,20.663
17.13,19.662
16.629,19.161
16.629,18.159
16.629,17.658
16.129,17.157
16.129,16.656
16.129,16.656
16.129,16.656
16.129,16.656
16.629,16.656
17.13,16.656
17.13,17.157
17.13,17.157
17.13,17.157
16.629,17.157
16.629,16.656
16.129,16.656
16.129,16.155
15.628,16.155
15.127,15.654
15.127,15.152
14.626,15.152
14.126,14.651
14.126,14.15
13.625,14.15
13.124,13.648
13.124,13.147
12.623,12.645
12.122,12.645
12.122,12.143
11.621,12.143
11.621,11.642
12.122,12.143
13.124,12.645
14.126,13.147
15.127,13.648
15.628,14.15
15.628,14.651
16.129,15.152
16.129,15.654
16.129,15.654
15.628,15.654
15.628,15.654
15.127,15.152
15.127,15.152
14.626,14.651
14.126,14.651
13.625,14.15
13.625,13.648
13.124,13.648
13.124,13.147
12.623,13.147
12.623,12.645
12.122,12.645
12.122,12.143
12.122,12.645
12.623,12.645
12.623,12.645
13.124,13.147
14.126,13.648
14.626,14.15
15.127,14.651
16.129,15.152
35.128,15.152
36.126,15.654
35.128,15.654
29.134,15.654
23.635,15.152
20.133,15.152
18.131,15.152
16.629,14.651
15.628,14.651
15.127,14.15
14.626,14.15
14.126,13.648
13.625,13.648
13.625,13.648
13.625,13.147
13.625,13.147
13.625,13.147
13.625,13.648
14.126,13.648
15.127,14.15
15.628,15.152
16.129,15.654
16.129,35.154
16.129,37.149
16.129,36.152
16.129,33.159
16.129,30.163
16.129,27.166
16.129,24.666
15.628,22.665
15.628,20.663
15.127,19.161
15.127,18.159
14.626,17.157
14.126,16.155
13.625,15.654
13.625,15.152
13.124,14.651
13.124,14.15
13.124,14.15
13.124,14.15
13.625,14.15
14.126,14.15
15.127,14.651
15.628,15.152
16.129,15.654
16.629,16.155
17.13,16.656
17.13,17.157
17.13,17.157
17.13,17.658
16.629,17.157
16.629,17.157
16.129,16.656
16.129,16.656
15.628,16.155
15.628,15.654
15.127,15.654
14.626,15.152
14.126,14.651
14.126,14.651
13.625,14.15
13.625,13.648
13.625,13.648
13.625,13.648
14.126,14.15
14.626,14.15
15.628,14.651
22.134,15.152
36.625,15.654
35.128,16.155
33.13,16.656
27.634,17.157
24.135,17.157
21.634,17.157
19.632,17.658
18.632,17.157
18.131,17.157
17.63,17.157
17.13,17.157
16.629,16.656
16.629,16.656
16.629,16.656
16.129,16.656
16.129,16.155
16.129,16.155
16.629,16.155
16.629,16.155
16.629,16.155
16.629,16.656
16.629,16.656
17.13,16.656
17.13,16.656
17.13,16.656
17.13,17.157
16.629,16.656
16.629,16.656
16.629,16.656
16.129,16.656
16.129,16.155
16.129,16.155
15.628,15.654
15.628,15.654
15.628,15.654
15.628,15.654
15.628,15.654
15.628,15.654
15.127,15.152
15.127,15.152
15.127,20.162
15.127,37.149
15.127,36.65
15.628,36.65
15.628,34.655
16.129,31.162
16.129,28.165
16.629,25.666
17.13,24.166
17.13,22.665
17.13,21.164
17.13,20.663
17.13,20.162
17.13,19.161
17.13,18.66
17.13,18.159
16.629,18.159
16.629,17.658
16.629,17.157
16.629,17.157
16.129,16.656
16.129,16.656
15.628,16.155
15.628,16.155
15.127,15.654
15.127,15.654
15.127,15.152
14.626,15.152
14.626,14.651
14.126,14.651
14.126,14.15
14.126,14.15
14.126,14.15
14.126,13.648
13.625,13.648
13.625,13.648
13.124,13.147
12.623,13.147
12.623,12.645
12.122,12.645
12.122,12.143
12.122,12.143
11.621,11.642
11.621,11.642
11.621,11.642
11.12,11.14
11.12,11.14
11.12,11.14
10.619,10.638
10.619,10.638
10.619,10.638
10.118,10.638
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,9.634
9.617,9.634
9.617,9.634
10.118,9.634
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.638
10.118,10.638
10.619,10.638
10.619,11.14
11.12,15.152
11.12,21.664
11.12,20.663
11.621,21.164
11.621,19.662
12.122,18.66
12.122,17.157
12.623,16.155
12.623,15.654
13.124,15.152
13.124,14.651
35.128,14.15
36.126,14.15
35.627,14.15
35.128,14.15
28.134,13.648
22.634,13.648
19.132,13.648
17.13,13.648
15.628,13.648
15.127,13.648
14.626,13.648
14.626,13.648
14.626,14.15
15.127,14.15
15.127,14.651
15.628,14.651
15.628,15.152
15.628,15.654
16.129,15.654
16.129,16.155
15.628,16.155
15.628,15.654
15.628,15.654
15.127,15.654
15.127,15.152
14.626,15.152
14.626,14.651
14.126,14.651
14.126,14.15
13.625,14.15
13.625,13.648
13.124,24.166
13.124,37.149
13.124,37.149
13.124,37.149
13.124,34.157
14.126,31.162
14.626,25.166
15.127,22.165
15.628,20.162
15.628,19.161
16.129,18.159
16.629,17.658
16.629,17.658
16.129,17.658
16.129,17.157
16.129,17.157
15.628,16.656
15.127,16.155
15.127,16.155
14.626,15.654
14.626,15.152
14.126,15.152
13.625,14.651
13.625,14.15
13.124,14.15
13.124,13.648
13.124,13.648
13.124,13.648
13.625,13.648
14.126,13.648
14.626,14.15
15.628,14.651
31.632,15.152
35.627,15.152
34.628,15.654
34.129,16.155
28.134,16.155
24.135,16.656
21.134,16.656
19.632,16.656
18.131,16.656
17.13,16.656
16.629,16.155
16.129,16.155
15.628,15.654
15.127,15.152
14.626,15.152
14.126,14.651
14.126,14.15
13.625,14.15
13.625,13.648
13.625,13.648
14.126,13.648
14.626,14.15
15.127,14.15
15.628,14.651
15.628,26.666
16.129,37.647
16.629,36.65
16.629,35.653
16.629,32.66
16.629,29.164
16.629,26.666
16.629,24.166
16.129,22.165
16.129,20.162
16.129,19.161
16.129,18.159
15.628,17.658
15.628,17.157
15.127,16.656
15.127,16.155
15.127,15.654
14.626,15.654
14.626,15.152
14.626,15.152
15.127,15.654
15.628,15.654
16.129,16.155
16.629,16.656
17.13,16.656
17.13,17.157
17.13,17.157
17.63,17.658
17.63,17.157
17.13,17.157
17.13,17.157
16.629,16.656
16.129,16.656
16.129,16.155
15.628,16.155
15.628,15.654
15.127,15.152
14.626,15.152
14.626,14.651
14.126,14.651
14.126,14.15
13.625,13.648
13.625,13.648
13.625,14.15
14.126,14.15
14.626,14.651
15.127,14.651
16.129,15.152
34.628,16.155
36.126,16.656
35.128,17.157
31.132,17.157
26.635,17.157
23.134,17.157
21.134,17.157
19.632,17.157
18.632,17.157
17.63,16.656
17.13,16.656
16.629,16.656
16.629,16.155
16.129,15.654
15.628,15.654
15.628,15.152
15.127,15.152
15.127,15.152
15.127,15.152
15.127,15.152
15.127,15.152
15.628,15.654
16.629,16.155
17.13,17.658
17.63,35.653
18.632,36.65
19.132,36.152
19.632,36.152
19.632,33.159
20.133,30.663
20.133,28.165
20.133,26.666
20.133,24.666
19.632,23.666
19.632,22.165
19.132,21.664
18.632,20.663
18.131,20.162
18.131,19.662
18.131,19.161
18.131,18.66
18.131,18.66
17.63,18.159
18.131,18.159
18.632,18.66
19.132,18.66
19.632,19.161
20.133,19.662
20.633,20.162
21.134,20.162
21.134,20.663
21.134,20.663
21.634,20.663
21.134,20.663
21.134,20.663
20.633,20.663
20.133,20.663
20.133,20.162
19.632,20.162
19.632,19.662
19.132,19.662
18.632,19.161
18.632,18.66
18.131,18.66
18.131,18.159
17.63,18.159
17.63,17.658
18.131,18.159
18.131,18.159
23.635,18.66
36.126,19.161
35.128,19.161
34.628,19.662
36.126,20.162
34.628,20.162
35.128,21.164
32.131,22.665
28.134,23.666
25.635,23.165
24.635,23.165
23.635,22.665
22.634,22.165
22.134,22.165
21.634,21.664
21.134,21.164
21.134,20.663
20.633,20.162
20.133,20.162
20.133,19.662
19.632,19.662
19.632,19.662
19.632,19.662
20.133,19.662
20.133,19.662
20.133,19.662
20.633,20.162
22.134,21.664
25.635,37.647
29.633,36.65
35.627,36.152
35.627,37.149
33.13,35.154
31.632,31.661
30.633,29.664
28.634,27.665
26.635,25.666
25.135,24.166
24.135,23.666
23.134,22.665
22.134,22.165
21.634,21.664
21.134,21.164
20.633,20.663
20.633,20.162
20.133,19.662
19.632,19.662
19.632,19.161
19.632,19.161
19.632,19.662
19.632,19.662
19.632,19.662
19.632,19.662
19.632,19.662
19.632,19.662
19.632,19.161
19.632,19.161
19.632,19.161
19.132,18.66
19.132,18.66
18.632,18.159
18.632,18.159
18.632,18.159
18.131,17.658
18.131,17.658
17.63,17.157
17.63,17.157
17.13,17.157
17.13,16.656
17.13,16.656
17.13,16.656
17.13,16.656
17.13,17.157
17.13,17.157
17.63,17.658
18.131,17.658
18.131,18.159
18.131,18.159
18.131,18.159
18.632,18.159
18.131,18.159
18.131,18.159
17.63,17.658
17.63,17.658
17.63,17.658
17.13,17.157
17.13,17.157
17.13,17.157
16.629,16.656
16.629,16.656
16.629,16.656
16.129,16.155
16.129,16.155
16.129,16.155
16.129,16.155
16.129,16.155
16.129,16.155
16.129,16.155
16.629,16.656
