Value_male,Value_fem
12.623,11.642
12.623,11.14
13.124,10.638
12.623,10.638
12.122,10.136
12.122,9.634
11.621,9.634
11.12,9.132
11.12,8.63
11.12,8.63
10.619,8.128
10.118,8.128
9.617,8.63
10.118,9.132
10.619,9.132
11.621,9.634
20.133,10.136
35.128,10.638
34.129,10.638
30.633,10.638
23.134,10.638
18.131,10.638
15.127,10.638
13.625,10.136
12.122,10.136
11.621,9.634
11.12,9.634
10.619,9.132
10.118,9.132
10.118,9.132
10.118,8.63
10.619,8.63
10.619,8.63
10.118,8.63
10.619,8.63
10.619,9.132
10.619,9.132
11.12,9.634
11.621,9.634
11.12,10.136
11.12,10.638
11.621,10.638
11.621,10.638
11.621,10.638
11.12,10.638
12.122,10.638
12.623,10.638
12.122,10.638
11.621,10.136
11.12,10.136
10.619,10.136
11.621,9.634
11.12,9.634
12.122,9.132
11.12,9.132
11.621,9.132
11.12,8.63
10.619,8.63
20.133,8.63
34.129,8.63
34.628,9.132
28.634,9.634
21.134,10.638
16.629,14.15
14.626,36.65
13.124,37.149
12.623,35.653
12.122,32.66
12.122,23.666
11.621,17.658
11.621,14.651
11.12,13.147
11.12,12.143
11.12,11.642
11.12,11.14
11.12,10.638
11.12,10.638
10.619,10.638
10.619,10.638
10.619,10.136
10.619,10.136
10.619,10.136
10.118,9.634
10.118,10.136
10.118,10.638
10.619,11.14
10.619,11.642
11.12,12.143
11.621,12.645
11.621,12.645
12.122,12.645
12.122,12.645
12.122,12.645
12.122,12.143
12.122,12.143
12.122,11.642
11.621,11.642
11.621,11.14
11.621,10.638
11.12,10.638
11.12,10.136
10.619,10.136
10.619,9.634
10.619,9.634
12.122,9.132
11.12,9.132
10.619,8.63
10.118,9.132
10.118,9.634
10.118,9.634
10.118,10.638
10.118,11.14
10.619,11.642
11.12,11.642
11.621,11.642
11.621,11.642
11.621,11.642
11.12,11.642
11.12,11.14
11.12,11.14
11.12,11.14
10.619,10.638
10.619,10.638
10.619,10.136
10.619,10.136
10.118,9.634
10.118,9.132
10.118,9.132
9.617,8.63
9.617,8.63
9.617,8.63
10.118,8.63
10.619,9.132
26.135,9.634
34.129,10.136
34.628,11.14
30.133,11.642
22.634,12.143
18.131,12.645
15.628,12.645
14.126,12.143
13.124,12.143
12.623,12.143
12.122,11.642
11.621,11.14
11.621,11.14
11.12,10.638
11.12,10.638
10.619,10.136
10.619,9.634
10.118,9.634
10.118,9.132
9.617,8.63
9.617,8.63
9.116,8.63
9.116,8.63
9.116,8.63
9.116,9.132
9.617,9.634
9.617,10.638
10.118,11.14
10.619,11.14
10.619,11.642
10.619,11.14
10.619,11.14
11.12,11.14
11.12,11.14
11.12,11.14
11.12,11.14
11.12,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,10.136
10.619,10.136
10.619,10.136
10.118,9.634
10.118,9.634
10.118,9.634
10.118,10.136
10.118,10.638
10.118,10.638
10.619,11.14
10.619,11.14
10.619,11.642
11.12,11.642
11.12,11.642
11.12,11.642
11.12,11.14
11.12,11.14
11.12,11.14
11.12,11.14
11.12,11.14
11.12,10.638
11.12,10.638
11.12,10.638
10.619,10.638
10.619,10.638
10.619,10.136
10.619,10.136
10.619,10.136
10.619,10.136
10.619,10.638
10.619,10.638
10.619,11.14
11.12,11.642
11.12,12.143
11.621,12.143
11.621,12.645
11.621,12.143
11.621,12.143
11.621,11.642
11.621,11.642
11.12,11.14
11.12,10.638
10.619,10.136
10.619,10.136
10.118,9.634
10.118,9.132
9.617,8.63
9.617,8.63
9.116,8.128
9.116,7.626
8.614,7.626
8.614,7.626
8.113,7.626
8.113,7.626
8.113,8.128
8.614,8.63
10.619,9.132
28.634,9.634
34.628,10.136
35.128,10.638
29.134,10.638
21.634,10.638
17.13,10.638
14.126,10.638
12.623,10.136
11.621,10.136
11.12,10.136
10.619,10.136
10.619,9.634
10.118,9.634
10.118,9.132
10.118,9.132
9.617,9.132
9.617,8.63
9.116,8.63
9.116,8.128
9.116,8.128
8.614,8.128
8.614,8.63
8.614,8.63
9.116,9.132
9.116,9.634
9.116,10.136
9.617,10.638
10.118,11.14
10.118,11.14
10.118,10.638
10.118,10.638
10.118,10.638
10.118,10.136
10.118,9.634
10.118,9.634
9.617,9.132
9.617,9.132
9.617,8.63
9.116,8.128
9.116,8.128
8.614,7.626
8.614,7.123
8.113,7.123
8.113,6.621
8.113,7.123
8.113,7.123
8.113,8.128
8.113,8.63
8.614,9.634
9.116,10.136
9.617,10.638
9.617,11.14
10.118,11.14
10.118,10.638
10.118,10.638
10.118,10.638
10.118,10.136
10.118,10.136
10.118,9.634
9.617,9.634
9.617,9.132
9.617,8.63
9.116,8.128
8.614,8.128
8.614,7.626
8.113,7.123
8.113,7.123
7.612,7.123
7.612,7.123
7.612,7.123
7.612,7.626
8.113,8.128
8.113,9.132
8.614,25.166
8.614,37.647
9.116,36.152
9.116,32.66
9.116,22.665
9.116,16.656
9.116,13.147
9.116,11.14
9.116,10.136
8.614,9.132
8.614,8.63
8.113,8.128
8.113,7.626
7.612,7.123
7.612,6.621
7.111,6.621
7.111,6.119
6.609,6.119
7.111,6.119
7.612,6.119
7.612,6.119
7.612,6.621
7.111,7.123
10.118,7.626
33.13,8.63
35.627,8.63
31.132,9.132
22.134,9.132
16.629,9.132
13.625,9.132
11.621,8.63
10.619,8.63
9.617,8.63
9.116,8.128
9.116,8.128
8.614,7.626
8.113,7.626
8.113,7.123
7.612,7.123
7.612,6.621
7.612,6.621
7.111,6.621
7.111,6.621
7.111,6.621
7.111,6.621
7.111,7.123
7.111,7.123
7.111,7.626
7.612,7.626
7.612,7.626
7.612,8.128
7.612,8.128
7.612,8.128
8.113,8.128
8.113,8.128
8.113,7.626
8.113,7.626
8.113,7.123
7.612,7.123
7.612,6.621
7.612,6.621
7.111,6.119
7.111,6.119
7.111,5.616
7.111,5.616
6.609,5.616
6.609,5.113
6.108,5.616
6.609,5.616
6.609,6.119
7.111,6.621
7.111,7.123
7.111,7.626
7.111,8.128
7.612,8.128
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.612,7.123
7.612,7.123
7.111,6.621
7.111,6.621
7.111,6.119
6.609,6.119
6.609,5.616
6.609,5.616
6.108,5.113
6.108,5.113
5.606,4.611
5.606,4.611
5.606,4.611
5.606,5.113
5.606,5.616
5.606,6.119
6.108,7.123
6.108,7.626
6.609,8.128
7.111,8.128
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.612,7.123
8.113,7.123
8.113,6.621
7.612,6.621
7.111,6.119
6.609,5.616
6.609,5.616
6.609,5.113
6.108,5.113
6.108,5.113
5.606,5.113
5.606,5.113
5.606,5.113
5.606,5.616
6.108,6.621
6.108,7.123
6.609,8.128
7.111,8.63
7.612,9.634
8.113,9.634
8.113,9.634
8.113,9.634
8.614,9.132
8.614,9.132
8.614,9.132
8.113,8.63
8.113,8.128
8.113,8.128
8.113,7.626
7.612,7.626
7.612,7.123
7.612,6.621
7.111,6.621
7.111,6.119
6.609,6.119
6.609,6.119
6.609,6.119
6.609,6.621
6.609,7.123
7.111,7.626
7.612,8.63
7.612,9.132
8.113,9.634
8.614,10.136
8.614,10.136
9.116,10.136
9.116,10.136
9.116,9.634
9.116,9.634
8.614,9.132
8.614,8.63
8.614,8.63
8.614,8.128
8.113,7.626
8.113,7.626
7.612,7.123
7.612,7.123
7.612,6.621
7.111,6.621
7.111,6.621
7.111,6.621
7.612,7.123
7.612,7.626
8.113,8.128
8.113,9.132
8.614,10.136
9.116,10.638
9.116,10.638
9.617,10.638
9.617,10.638
9.617,10.136
9.617,10.136
9.617,9.634
9.116,9.132
9.116,9.132
9.116,8.63
8.614,8.128
8.614,8.128
8.113,7.626
8.113,7.123
7.612,6.621
7.612,6.621
7.111,6.621
7.111,6.621
7.111,6.621
7.111,7.123
7.612,8.128
7.612,8.63
8.113,9.634
8.614,10.638
9.116,11.14
9.617,11.642
9.617,11.642
10.118,11.14
10.118,11.14
10.118,10.638
10.118,10.638
9.617,10.136
9.617,9.634
9.617,9.132
9.116,9.132
9.116,8.63
8.614,8.128
8.614,7.626
8.113,7.626
8.113,7.123
7.612,6.621
7.612,6.621
7.111,6.621
7.111,7.123
7.612,7.626
7.612,8.128
8.113,8.63
8.113,9.634
8.614,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,9.634
9.116,9.132
9.116,9.132
8.614,8.63
8.614,8.128
8.113,7.626
8.113,7.626
7.612,7.123
7.612,6.621
7.111,6.119
7.111,6.119
6.609,5.616
6.609,5.616
6.609,5.616
6.609,6.119
6.609,6.621
6.609,7.123
7.111,7.626
7.111,8.128
7.612,8.63
7.612,8.63
8.113,8.63
8.113,8.63
8.113,8.128
7.612,8.128
7.612,7.626
7.612,7.123
7.612,7.123
7.111,6.621
7.111,6.621
6.609,6.119
6.609,6.119
6.609,5.616
6.108,5.616
6.108,5.113
6.108,5.113
5.606,5.113
5.606,5.113
5.606,5.616
6.108,6.119
6.108,7.123
6.609,7.626
7.111,8.128
7.111,8.128
7.612,8.63
7.612,8.63
7.612,8.63
7.612,8.63
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.123
7.111,7.123
7.111,6.621
7.111,6.621
7.111,6.621
6.609,8.63
6.609,29.164
6.609,36.65
6.609,33.159
6.609,22.165
6.609,15.654
6.609,12.143
7.111,10.638
7.612,10.136
7.612,10.136
8.113,10.136
8.113,10.136
8.113,9.634
8.113,9.132
8.113,9.132
8.113,8.63
8.113,8.63
7.612,8.128
7.612,7.626
7.111,7.123
7.111,6.621
6.609,6.119
6.609,5.616
6.108,5.616
5.606,5.616
5.606,5.113
5.105,5.113
5.105,5.113
5.105,5.113
5.105,5.616
5.606,6.621
6.108,7.123
6.108,7.626
6.609,8.128
7.111,8.63
7.111,8.63
7.612,8.63
7.612,8.128
7.612,8.128
7.612,8.128
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.111,7.123
7.111,7.123
7.111,7.123
7.111,7.626
7.111,7.626
7.111,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.612,7.626
7.111,7.123
7.111,7.123
7.111,6.621
7.111,6.621
6.609,6.621
6.609,6.119
6.609,6.119
6.609,5.616
6.108,5.616
6.108,5.616
5.606,5.113
5.606,4.611
5.606,4.611
5.105,4.611
5.105,4.611
5.105,5.113
5.606,5.616
5.606,5.616
5.606,6.119
6.108,6.621
6.108,7.123
6.108,7.626
6.609,7.123
6.609,7.123
6.609,7.123
6.609,7.123
6.609,6.621
6.609,6.621
6.609,6.119
6.108,6.119
6.108,5.616
6.108,5.616
5.606,5.113
5.606,5.113
5.606,5.113
5.606,4.611
5.105,4.611
5.105,5.113
5.105,5.113
5.606,5.616
5.606,6.119
5.606,6.621
6.108,7.123
6.609,7.626
6.609,8.128
7.111,8.128
7.111,8.128
7.111,8.128
7.111,7.626
7.111,7.123
7.111,7.123
6.609,6.621
6.609,6.119
6.108,5.616
6.108,5.113
6.108,4.611
5.606,4.611
5.105,4.108
5.105,3.605
4.603,3.605
5.606,3.605
7.612,3.605
27.135,4.108
35.627,4.611
34.628,5.113
35.128,5.616
27.634,6.119
19.632,7.123
14.126,7.626
11.621,8.128
10.118,8.128
9.116,8.128
8.614,7.626
8.113,7.626
8.113,7.123
7.612,7.123
7.612,7.123
7.111,6.621
7.111,6.621
7.111,6.621
6.609,6.621
6.609,6.621
6.609,6.119
7.111,6.119
7.111,6.119
6.609,6.119
6.609,6.621
6.609,6.621
6.609,7.626
7.111,8.128
7.111,8.63
7.612,9.132
8.113,9.132
8.113,9.634
8.614,9.634
8.614,9.132
9.116,9.132
8.614,9.132
8.614,8.63
8.614,8.128
8.113,8.128
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.626
7.612,7.123
7.612,7.123
7.612,7.123
7.612,7.123
7.111,7.123
7.111,7.123
7.111,7.626
7.612,7.626
7.612,8.128
7.612,8.63
7.612,9.132
8.113,9.132
8.113,9.132
8.614,9.634
8.614,9.634
8.614,9.634
8.614,9.634
9.116,9.634
9.116,9.634
9.116,9.634
9.116,9.132
9.116,9.132
9.116,9.132
9.116,8.63
8.614,8.63
8.614,8.63
8.614,8.63
8.614,8.63
8.614,8.63
8.614,9.132
8.614,9.634
9.116,10.136
9.116,10.136
9.617,10.638
9.617,11.14
10.118,11.14
10.118,11.642
10.619,11.642
10.619,11.642
10.619,11.642
10.619,11.14
10.619,11.14
10.619,10.638
10.619,10.136
10.118,10.136
10.118,9.634
10.118,9.634
9.617,9.132
9.617,8.63
9.116,8.63
9.116,8.128
8.614,8.128
8.614,8.128
8.614,8.63
8.614,8.63
8.614,9.132
9.116,9.634
9.116,10.136
9.116,10.136
9.617,10.638
9.617,10.638
9.617,10.638
9.617,10.638
9.617,10.136
9.617,9.634
9.617,9.634
9.116,9.132
9.116,8.63
9.116,8.63
8.614,8.128
8.614,8.128
8.614,8.128
8.113,7.626
8.113,7.626
7.612,7.626
7.612,7.123
7.612,7.123
7.612,7.123
7.612,7.626
7.612,8.128
7.612,8.63
8.113,9.132
8.113,9.634
8.614,9.634
8.614,9.634
8.614,9.634
8.614,9.634
8.614,9.132
8.614,9.132
8.614,8.63
8.614,8.63
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.123
7.612,7.123
7.111,6.621
7.111,6.119
6.609,6.119
6.609,5.616
6.609,5.616
6.108,5.616
6.108,6.119
6.108,6.621
6.609,7.626
6.609,8.128
7.111,8.128
7.111,8.63
7.612,8.63
7.612,8.63
7.612,8.128
7.612,8.128
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.111,7.123
7.111,6.621
7.111,6.621
7.111,6.621
6.609,6.119
6.609,6.119
6.609,5.616
6.108,5.616
6.108,5.616
6.108,5.616
6.108,6.119
6.108,6.621
6.108,7.123
6.108,7.123
6.609,7.626
6.609,8.128
7.111,8.128
7.111,8.128
7.111,8.128
7.111,8.128
7.111,7.626
7.111,7.626
7.111,7.123
7.111,7.123
7.111,6.621
7.111,6.621
6.609,6.621
6.609,6.621
6.609,6.621
6.609,6.621
6.609,6.119
6.609,6.119
6.108,6.119
6.108,6.119
6.108,6.621
6.609,7.123
6.609,7.626
6.609,8.128
7.111,8.128
7.111,8.63
7.612,8.63
7.612,8.63
7.612,8.63
7.612,8.128
7.612,8.128
7.612,7.626
7.612,7.626
7.111,7.123
7.111,6.621
7.111,6.119
6.609,5.616
6.609,5.616
6.108,5.113
5.606,4.611
5.606,4.611
5.105,4.108
5.105,4.108
5.105,4.611
5.105,5.113
5.105,5.616
5.105,6.621
5.606,7.123
6.108,8.128
6.609,8.63
7.111,8.63
7.111,8.63
7.612,8.63
7.612,8.63
7.612,8.128
7.612,8.128
7.612,7.626
7.111,7.123
7.111,7.123
7.111,6.621
6.609,6.621
6.609,6.621
6.609,7.123
6.609,20.663
6.609,36.65
6.609,35.154
6.609,34.655
6.609,25.166
6.609,17.658
6.609,13.147
6.609,11.14
7.111,10.638
7.111,10.136
7.612,10.136
8.113,9.634
8.113,9.634
8.113,9.634
8.113,9.634
8.614,9.132
8.614,9.132
8.614,9.132
8.614,8.63
8.614,8.63
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.123
7.612,7.123
7.111,6.621
7.111,6.119
6.609,6.119
6.609,6.621
6.609,6.621
7.111,7.626
7.111,8.128
7.612,9.132
7.612,9.634
8.113,9.634
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,10.136
9.116,9.634
9.116,9.634
9.116,9.634
9.116,9.132
9.116,8.63
9.116,8.63
8.614,8.63
8.614,8.63
8.614,9.132
9.116,9.634
29.633,10.638
35.627,11.14
35.627,11.642
30.133,12.143
22.634,12.143
18.131,12.143
15.127,11.642
13.625,11.642
12.623,11.14
11.621,10.638
11.12,10.638
10.619,10.136
10.619,9.634
10.118,9.634
10.118,9.132
9.617,9.132
9.617,9.132
9.116,8.63
9.116,8.63
8.614,8.128
8.614,8.128
8.614,8.63
8.614,9.132
8.614,9.634
9.116,10.638
9.617,11.14
9.617,11.642
10.118,12.143
10.619,12.143
10.619,12.143
10.619,11.642
10.619,11.642
10.619,11.14
10.118,10.638
10.118,10.136
9.617,9.634
9.617,9.132
9.116,9.132
9.116,8.63
8.614,8.128
8.614,7.626
8.113,7.626
8.113,7.123
7.612,6.621
7.612,7.123
7.612,7.123
7.612,8.128
8.113,9.634
8.614,10.638
9.116,11.14
9.617,12.143
10.118,12.645
10.619,12.645
11.12,13.147
11.12,12.645
11.12,12.645
11.621,12.645
11.621,12.645
11.621,12.143
11.621,12.143
11.12,11.642
11.12,11.642
11.12,11.14
11.12,11.14
10.619,10.638
10.619,10.638
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.638
10.619,11.642
10.619,12.645
11.12,19.161
11.621,37.149
12.122,35.653
12.623,30.663
13.124,24.166
13.124,19.662
13.124,17.658
13.124,16.155
13.124,15.152
13.124,14.15
12.623,13.648
12.623,13.147
12.122,12.645
12.122,12.143
12.122,11.642
11.621,11.642
11.621,11.14
11.12,10.638
11.12,10.638
10.619,10.638
10.619,10.638
11.12,11.642
11.12,12.645
11.621,13.648
12.122,14.15
12.623,14.651
13.124,15.152
13.124,15.152
13.124,14.651
13.124,14.651
13.124,14.15
13.124,14.15
13.124,13.648
13.124,13.147
12.623,13.147
12.623,13.147
12.623,13.147
12.623,13.147
12.623,13.147
12.623,13.147
12.623,13.147
12.623,12.645
12.623,12.645
12.122,12.143
12.122,12.143
12.122,12.645
12.122,13.147
12.122,13.147
12.122,13.648
12.122,13.648
12.122,13.648
12.122,13.147
12.122,12.645
12.122,12.143
11.621,11.642
11.621,11.14
11.12,10.638
10.619,10.136
10.619,9.634
10.118,9.132
9.617,9.132
9.116,8.63
9.116,8.128
8.614,8.128
8.614,8.128
8.113,7.626
8.113,7.626
7.612,8.128
7.612,8.128
7.612,8.63
8.113,10.136
8.614,10.638
8.614,10.638
9.116,11.14
9.617,11.642
9.617,11.642
9.617,11.14
9.617,10.638
9.617,10.136
9.617,9.634
9.116,9.132
9.116,9.132
8.614,8.63
8.614,8.128
8.113,7.626
7.612,7.123
7.612,6.621
7.111,6.119
7.111,6.119
6.609,5.616
6.609,5.616
6.108,5.616
6.108,5.616
6.609,6.621
7.111,7.626
7.111,8.63
7.612,9.634
8.113,10.638
8.614,11.14
9.116,11.642
9.617,11.642
9.617,11.14
10.118,11.14
10.118,10.638
9.617,10.638
9.617,10.136
9.617,9.634
9.617,9.634
9.116,9.132
9.116,8.63
8.614,8.63
8.614,8.128
8.614,7.626
8.113,7.626
8.113,7.626
8.113,7.626
7.612,7.626
8.113,8.63
8.113,9.634
8.614,10.638
9.116,11.14
9.617,12.143
10.118,12.645
10.619,12.645
11.12,12.645
11.12,12.645
11.12,13.147
11.12,13.147
11.12,12.645
11.12,12.645
11.12,12.645
11.12,12.143
11.12,11.642
11.12,11.642
10.619,11.14
10.619,10.136
10.118,9.634
9.617,9.132
9.617,8.63
9.116,8.63
9.116,8.63
9.116,9.132
9.116,9.634
9.116,10.136
9.116,10.136
9.617,10.638
9.617,11.14
10.118,11.14
10.118,11.14
10.118,10.638
9.617,10.136
9.617,9.634
9.617,9.634
9.617,9.132
9.116,8.63
8.614,8.128
8.614,8.128
8.113,7.626
8.113,7.123
7.612,6.621
7.612,6.621
7.111,6.621
7.111,6.119
7.111,6.119
7.111,6.621
7.111,7.626
7.111,8.128
7.111,8.63
7.111,9.132
7.612,9.132
7.612,9.132
8.113,9.132
8.113,9.132
8.113,8.63
8.113,8.128
7.612,8.128
7.612,7.626
7.612,7.123
7.111,6.621
7.111,6.621
6.609,6.119
6.609,6.119
6.609,5.616
6.108,5.616
6.108,5.616
6.108,5.113
5.606,5.113
5.606,5.113
5.606,5.113
5.606,5.616
5.606,6.119
5.606,6.119
6.108,6.621
6.108,7.123
6.108,7.626
6.609,7.626
6.609,7.123
6.609,7.123
6.609,7.123
6.609,6.621
6.609,6.621
6.609,6.119
6.108,6.119
6.108,5.616
6.108,5.113
6.108,5.113
5.606,4.611
5.606,4.611
5.105,4.108
5.105,3.605
4.603,3.605
4.603,3.605
4.102,3.605
4.102,4.108
4.102,5.113
4.603,6.119
5.105,6.621
5.606,7.123
5.606,7.123
6.108,7.626
6.108,7.626
6.108,7.123
6.108,7.123
6.108,6.621
6.108,6.621
6.108,6.119
6.108,6.119
6.108,5.616
5.606,5.113
5.606,5.113
5.105,4.611
5.105,4.108
5.105,4.108
4.603,3.605
4.603,3.605
4.102,3.605
4.102,4.108
4.603,4.611
4.603,5.616
5.105,6.621
5.105,7.123
6.108,8.128
6.609,8.63
7.111,9.132
7.111,9.132
7.612,9.132
7.612,9.132
7.612,9.132
8.113,9.132
8.113,8.63
8.113,8.63
8.113,8.63
8.113,8.63
8.113,8.128
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.626
7.612,7.123
7.612,7.123
7.612,7.626
7.612,15.152
7.612,36.65
7.612,35.653
8.113,34.157
8.113,26.166
8.614,18.66
8.614,14.15
8.614,12.143
8.614,11.14
8.614,10.136
8.614,9.634
8.614,9.132
8.614,9.132
8.614,8.63
8.113,8.63
8.113,8.128
8.113,8.128
8.113,8.128
8.113,7.626
8.113,7.626
7.612,7.123
7.612,7.123
7.612,7.123
7.612,7.123
7.612,8.128
8.113,9.132
23.134,9.634
35.627,10.136
35.128,10.638
32.131,11.14
24.135,11.642
18.632,11.14
15.127,11.14
13.124,10.638
12.122,10.136
11.12,9.634
10.619,9.132
9.617,8.63
9.617,8.128
9.116,8.128
8.614,7.626
8.113,7.123
8.113,7.123
7.612,6.621
7.612,6.621
7.111,6.119
7.111,6.119
7.111,6.119
7.111,7.123
7.111,8.128
7.111,9.132
7.612,9.634
8.113,10.136
8.614,10.638
8.614,10.638
9.116,10.638
9.116,10.136
9.116,10.136
9.116,9.634
9.116,9.132
8.614,8.63
8.614,8.128
8.113,7.626
8.113,7.626
8.113,7.626
7.612,7.123
7.612,7.123
7.612,6.621
7.111,6.119
7.111,6.119
6.609,6.119
6.609,6.621
7.111,7.626
7.111,8.63
7.612,10.136
8.113,10.638
8.614,11.14
9.116,11.642
9.617,11.642
9.617,11.642
10.118,11.642
10.118,11.14
10.118,11.14
10.118,10.638
10.118,10.638
10.118,10.136
9.617,9.634
9.617,9.634
9.617,9.132
9.116,9.132
9.116,8.63
9.116,8.128
8.614,7.626
8.614,7.626
8.113,7.626
8.113,8.128
8.614,9.132
8.614,10.136
9.116,11.14
9.617,11.642
9.617,12.143
10.118,12.143
10.619,12.143
10.619,12.143
10.619,11.642
10.619,11.642
10.619,11.642
10.619,11.642
10.619,11.14
10.619,11.14
10.619,11.14
10.619,11.14
10.619,10.638
10.619,10.638
10.619,10.638
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.638
10.118,10.638
10.619,11.14
10.619,11.642
11.12,12.143
11.12,13.147
11.12,13.648
11.621,14.15
11.621,13.648
11.621,13.147
11.621,12.645
11.12,12.143
11.12,11.642
11.12,11.642
11.12,11.14
11.12,11.14
10.619,10.638
10.619,10.638
10.619,10.638
10.619,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.638
10.118,10.638
10.118,11.642
10.619,12.143
10.619,12.645
11.12,13.147
11.12,13.147
11.621,13.147
11.621,12.645
11.621,12.645
11.621,12.645
11.621,12.143
11.621,12.143
11.621,11.642
11.12,11.642
11.12,11.642
11.12,11.14
11.12,11.14
11.12,11.14
11.12,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,10.638
10.619,11.14
10.619,11.642
10.619,11.642
11.12,12.143
11.12,12.645
11.12,12.645
11.621,12.645
11.621,12.645
11.621,12.143
11.621,12.143
11.621,11.642
11.12,11.642
11.12,11.14
11.12,11.14
11.12,11.14
11.12,11.14
10.619,10.638
10.619,10.638
10.619,10.136
10.619,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.136
10.118,10.638
10.118,11.14
10.619,11.642
10.619,11.642
10.619,11.642
10.619,11.642
11.12,11.642
11.12,11.642
11.12,11.14
10.619,11.14
10.619,10.638
10.619,10.136
10.118,9.634
10.118,9.132
9.617,8.63
9.116,8.128
9.116,8.128
8.614,7.626
8.614,7.123
8.113,6.621
7.612,6.621
7.612,6.119
7.111,6.119
7.111,6.621
7.111,7.626
7.612,9.634
8.113,10.638
8.614,11.14
9.116,11.642
9.617,12.143
9.617,12.143
10.118,12.143
10.619,11.642
10.619,11.642
10.619,11.14
10.118,10.638
10.118,10.136
10.118,9.634
9.617,9.634
9.617,9.132
9.116,8.63
9.116,8.128
8.614,7.626
8.614,7.626
8.113,7.626
8.113,7.626
8.113,7.626
8.113,8.128
8.113,8.63
8.113,9.132
8.614,9.634
8.614,10.136
9.116,10.638
9.617,11.14
9.617,11.14
9.617,11.14
10.118,11.14
10.118,18.66
10.118,36.65
10.118,35.653
10.118,33.658
10.118,32.66
10.118,23.666
10.118,17.658
10.118,14.15
10.118,12.143
9.617,11.14
9.617,10.136
9.116,9.132
9.116,8.63
8.614,8.128
8.113,7.626
7.612,7.123
7.111,6.621
7.111,6.621
6.609,6.119
6.609,6.119
6.108,5.616
6.108,5.616
6.108,5.616
6.108,5.616
5.606,5.616
5.606,5.616
5.606,5.616
5.606,5.113
5.606,5.113
5.105,5.113
5.105,4.611
4.603,4.611
4.603,4.611
4.102,4.108
4.102,4.108
3.6,4.108
3.6,3.605
3.6,3.605
3.99,3.605
3.99,4.108
3.99,5.113
3.6,5.616
3.6,5.616
4.102,6.119
4.603,6.621
4.603,6.621
5.105,6.119
5.105,5.616
5.105,5.113
5.105,4.611
4.603,4.108
4.603,4.108
4.102,3.605
4.102,3.605
3.6,3.605
3.6,3.103
3.99,3.103
3.99,3.103
2.597,3.103
2.597,2.6
2.597,2.6
2.597,2.6
2.597,3.103
2.597,4.108
2.597,5.616
3.99,6.621
3.6,7.123
4.102,7.123
4.603,6.621
4.603,6.119
4.603,6.119
5.105,5.616
5.105,5.616
4.603,5.113
4.603,5.113
4.603,4.611
4.603,4.108
4.603,4.108
4.102,4.108
4.102,3.605
3.6,3.103
3.6,3.103
3.6,3.605
3.99,3.103
3.99,3.103
3.99,3.103
3.99,3.605
3.99,3.605
3.99,4.108
3.6,5.113
3.6,5.616
4.102,6.119
4.603,6.621
4.603,6.621
5.105,6.621
5.105,6.119
5.105,5.616
5.105,5.113
5.105,4.611
4.603,4.108
4.603,4.108
4.603,3.605
4.102,3.605
4.102,3.103
3.6,3.103
3.6,3.103
3.6,2.6
3.99,2.6
3.99,2.6
3.99,2.6
3.99,3.103
3.99,4.108
3.6,5.616
4.102,7.123
4.603,7.626
5.105,8.128
5.606,8.63
6.108,8.63
6.108,8.128
6.609,8.128
6.609,7.626
6.609,7.123
6.609,6.621
6.108,6.119
6.108,5.616
5.606,5.616
5.606,5.113
5.606,4.611
5.105,4.108
5.105,4.108
4.603,3.605
4.603,3.605
4.102,3.605
4.102,3.605
4.102,4.108
4.102,4.611
4.603,5.616
4.603,6.119
5.105,7.123
5.606,7.626
5.606,8.128
6.108,8.128
6.609,8.128
6.609,8.128
7.111,8.128
7.111,8.128
7.111,8.128
7.111,7.626
7.111,7.626
7.111,7.626
7.111,7.123
7.111,7.123
7.111,6.621
7.111,6.621
6.609,6.621
6.609,6.621
6.609,6.621
6.609,6.621
6.609,7.123
6.609,7.123
6.609,7.626
7.111,7.626
7.111,7.626
7.111,8.128
7.111,8.128
7.612,8.63
7.612,8.63
